,Title,Response,Error,OMDB_Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,DVD,BoxOffice,Production,Website
534,The Forgotten Battle,True,N/A,N/A,2020,TV-MA,15 Oct 2021,124 min,"Drama, War",Matthijs van Heijningen Jr.,"Paula van der Oest, Jesse Maiman, Pauline van Mantgem","Gijs Blom, Jamie Flatters, Susan Radder","1944, the Second World War. A British glider pilot, a Dutch boy fighting on the German side and a Dutch female resistance member all end up involved in the Battle of the Schelde. Their choices differ, but their goal is the same: free","Dutch, German, English","Netherlands, Belgium",6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BM2MzMzRlMTctM2QxMC00NTBiLWIwMTctMzEzODZmOGIxMjdhXkEyXkFqcGdeQXVyMjAyMDMyMzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,"25,905",tt10521092,movie,N/A,15 Oct 2021,N/A,N/A,N/A
535,Going in Style,True,N/A,N/A,2017,PG-13,07 Apr 2017,96 min,"Comedy, Crime",Zach Braff,"Theodore Melfi, Edward Cannon","Michael Caine, Alan Arkin, Ann-Margret","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTc5Mzg3NjI4OF5BMl5BanBnXkFtZTgwNzA3Mzg4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.6,"84,163",tt2568862,movie,N/A,01 Jan 2009,"$45,018,541",N/A,N/A
536,My Name,True,N/A,N/A,2021,TV-MA,15 Oct 2021,N/A,"Action, Crime, Drama",N/A,N/A,"Hee-soon Park, Ahn Bo-Hyun, Han So-hee",The story about a woman who joins an organized crime ring and infiltrates the police as an undercover agent in order to find out the truth about her father's death.,Korean,South Korea,1 win,https://m.media-amazon.com/images/M/MV5BNTQwMGU3OGQtMjdjYS00ZTg0LWE1NDItNGI0NjJiNmM0MTUyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"18,311",tt12940504,series,1,N/A,N/A,N/A,N/A
537,Night Teeth,True,N/A,N/A,2021,TV-14,20 Oct 2021,107 min,"Action, Crime, Drama",Adam Randall,Brent Dillon,"Jorge Lendeborg Jr., Debby Ryan, Lucy Fry","A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay ","English, Spanish","United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BNDhmODAxYzItYjRjNi00ZmI2LWIwMDktZTYwZWNiYWZhMTUzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.6,"16,561",tt10763820,movie,N/A,20 Oct 2021,N/A,N/A,N/A
538,Locke,True,N/A,N/A,2013,R,18 Apr 2014,85 min,Drama,Steven Knight,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson","Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",English,"United Kingdom, United States",7 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BMTQ1MjE5MzU2M15BMl5BanBnXkFtZTgwNzE4OTMzMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.1,"147,362",tt2692904,movie,N/A,12 Aug 2014,"$1,375,769",N/A,N/A
539,Inside Job,True,N/A,N/A,2010,PG-13,12 Nov 2010,109 min,"Documentary, Crime",Charles Ferguson,"Charles Ferguson, Chad Beck, Adam Bolt","Matt Damon, Gylfi Zoega, Andri Snær Magnason",Takes a closer look at what brought about the 2008 financial meltdown.,English,United States,Won 1 Oscar. 8 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.2,"74,651",tt1645089,movie,N/A,08 Mar 2011,"$4,312,735",N/A,N/A
540,Maya and the Three,True,N/A,N/A,2021,TV-Y7,22 Oct 2021,N/A,"Animation, Action, Adventure",N/A,Jorge R. Gutiérrez,"Zoe Saldana, Jorge R. Gutiérrez, Dee Bradley Baker",A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,English,"Mexico, United States",2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BN2VmMDMxNmEtYTkyZC00YmUyLTg4NGItYTliYWIwYzIxMDhmXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"3,563",tt8787772,series,1,N/A,N/A,N/A,N/A
541,King Arthur: Legend of the Sword,True,N/A,N/A,2017,PG-13,12 May 2017,126 min,"Action, Adventure, Drama",Guy Ritchie,"Joby Harold, Guy Ritchie, Lionel Wigram","Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",English,"United Kingdom, United States, Australia",10 nominations,https://m.media-amazon.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.7,"211,683",tt1972591,movie,N/A,08 Aug 2017,"$39,175,066",N/A,N/A
542,Hypnotic,True,N/A,N/A,2021,TV-14,27 Oct 2021,88 min,"Mystery, Thriller","Matt Angel, Suzanne Coote",Richard D'Ovidio,"Kate Siegel, Jason O'Mara, Dulé Hill","A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmQxNzI0YzAtMDE3YS00YzM5LWFjNTMtYzEzMDI4MGE3MDM4XkEyXkFqcGdeQXVyNTYxMjExMDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.3,"14,819",tt12383460,movie,N/A,27 Oct 2021,N/A,N/A,N/A
543,Army of Thieves,True,N/A,N/A,2021,TV-MA,29 Oct 2021,127 min,"Action, Comedy, Crime",Matthias Schweighöfer,"Zack Snyder, Shay Hatten","Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee","A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.","English, French, German, Czech, Portuguese","Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BOGVmMTEyZGEtMjM5YS00OWU0LWJlNmMtMTgyNWM3ZGVkM2Y1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.4,"69,676",tt13024674,movie,N/A,29 Oct 2021,N/A,N/A,N/A
544,Colin in Black & White,True,N/A,N/A,2021,TV-14,29 Oct 2021,N/A,"Biography, Drama, Sport",N/A,"Ava DuVernay, Colin Kaepernick","Jaden Michael, Nick Offerman, Mary-Louise Parker",This drama series from Colin Kaepernick and Ava DuVernay explores Kaepernick's high school years and the experiences that led him to become an activist.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjY0NWFmNzUtMDUzMC00MTY2LWIzOWMtM2MxNGZiNTk3NzgzXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,"6,998",tt12624928,series,1,N/A,N/A,N/A,N/A
545,21 Jump Street,True,N/A,N/A,2012,R,16 Mar 2012,109 min,"Action, Comedy, Crime","Phil Lord, Christopher Miller","Michael Bacall, Jonah Hill, Patrick Hasburgh","Jonah Hill, Channing Tatum, Ice Cube",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,English,United States,11 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BNTZjNzRjMTMtZDMzNy00Y2ZjLTg0OTAtZjVhNzYyZmJjOTljXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.2,"544,523",tt1232829,movie,N/A,26 Jun 2012,"$138,447,667",N/A,N/A
546,Replicas,True,N/A,N/A,2018,PG-13,11 Jan 2019,107 min,"Drama, Sci-Fi, Thriller",Jeffrey Nachmanoff,"Chad St. John, Stephen Hamel","Keanu Reeves, Alice Eve, Thomas Middleditch",A scientist becomes obsessed with bringing back his family members who died in a traffic accident.,English,"United States, United Kingdom, China, Puerto Rico",1 nomination,https://m.media-amazon.com/images/M/MV5BZGQxYTZlYzQtNjk3NS00MjVhLTkxZTYtMDk2ODlkMGJkYzBhXkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19,5.4,"37,803",tt4154916,movie,N/A,16 Apr 2019,"$4,046,429",N/A,N/A
547,The Harder They Fall,True,N/A,N/A,2021,R,03 Nov 2021,139 min,"Action, Drama, Western",Jeymes Samuel,"Jeymes Samuel, Boaz Yakin","Jonathan Majors, Zazie Beetz, RJ Cyler","When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.",English,United States,Won 1 BAFTA Award26 wins & 78 nominations total,https://m.media-amazon.com/images/M/MV5BZTQwYThhZTYtZTQ3MC00NDQ0LWFkZGMtMzdiMTU3OGJiYTY0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.5,"57,198",tt10696784,movie,N/A,03 Nov 2021,N/A,N/A,N/A
548,Catching Killers,True,N/A,N/A,2021–,TV-MA,04 Nov 2021,N/A,"Documentary, Crime, Mystery",N/A,N/A,"Charles Coffey, John Ingram, Jim McIntyre","The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2MwNjU4ZjQtYWYxNi00MDJlLThlYjItMzY0NTY4MDUyZDA4XkEyXkFqcGdeQXVyMDY2OTkwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"2,887",tt15723914,series,2,N/A,N/A,N/A,N/A
549,Love Hard,True,N/A,N/A,2021,TV-MA,05 Nov 2021,104 min,"Comedy, Romance",Hernan Jimenez,"Daniel Mackey, Rebecca Ewing","Nina Dobrev, Jimmy O. Yang, Darren Barnet","An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in lo",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BODIwNDIxN2YtMWU3ZS00MjU5LWIxMzctNmY1NDg5NDgwYmM0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.3,"48,458",tt10752004,movie,N/A,05 Nov 2021,N/A,N/A,N/A
550,Narcos: Mexico,True,N/A,N/A,2018–2021,TV-MA,16 Nov 2018,50 min,"Crime, Drama",N/A,"Carlo Bernard, Chris Brancato, Doug Miro","Scoot McNairy, José María Yazpik, Alejandro Edda",The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.,English,United States,3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BODc1NGMwNGQtNjlmMy00OGQ5LWJhNmItZTQyMTA4MjcyM2U1XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"80,727",tt8714904,series,3,N/A,N/A,N/A,N/A
551,Arcane,True,N/A,N/A,2021–,TV-14,06 Nov 2021,N/A,"Animation, Action, Adventure",N/A,N/A,"Hailee Steinfeld, Kevin Alejandro, Jason Spisak","Set in utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League champions-and the power that will tear them apart.",English,"United States, France",11 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYmU5OWM5ZTAtNjUzOC00NmUyLTgyOWMtMjlkNjdlMDAzMzU1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,"171,780",tt11126994,series,2,N/A,N/A,N/A,N/A
552,The Thundermans,True,N/A,N/A,2013–2018,TV-G,14 Oct 2013,23 min,"Action, Comedy, Drama",N/A,Jed Spingarn,"Kira Kosarin, Jack Griffo, Addison Riecke","These siblings with superpowers might be twins, but they are very different indeed.",English,United States,2 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BZWYxMTgxYTQtMWM3Ni00NmI5LWIwYjAtYTRkNDNhYzY5YmE3XkEyXkFqcGdeQXVyNTM1OTAxODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"5,296",tt2712516,series,4,N/A,N/A,N/A,N/A
553,Passing,True,N/A,N/A,2021,PG-13,10 Nov 2021,98 min,Drama,Rebecca Hall,"Rebecca Hall, Nella Larsen","Tessa Thompson, Ruth Negga, André Holland","""Passing"" follows the unexpected reunion of two high school friends, whose renewed acquaintance ignites a mutual obsession that threatens both of their carefully constructed realities.",English,"United States, United Kingdom, Canada",Nominated for 4 BAFTA 31 wins & 122 nominations total,https://m.media-amazon.com/images/M/MV5BYTNhOTlmMDYtNWUyMi00Y2E0LThmYmItNGY4ZGI2ZDgwZmI3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.7,"13,299",tt8893974,movie,N/A,10 Nov 2021,N/A,N/A,N/A
554,Red Notice,True,N/A,N/A,2021,PG-13,12 Nov 2021,118 min,"Action, Comedy, Thriller",Rawson Marshall Thurber,Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot",An Interpol agent tracks the world's most wanted art thief.,"English, Russian, Italian, Spanish, Indonesian",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZmRjODgyMzEtMzIxYS00OWY2LTk4YjUtMGMzZjMzMTZiN2Q0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,6.3,"252,054",tt7991608,movie,N/A,12 Nov 2021,N/A,N/A,N/A
555,Animal,True,N/A,N/A,2014,Not Rated,01 Feb 2015,82 min,"Action, Adventure, Drama",Brett Simmons,"Thommy Hutson, Catherine Trillo","Joey Lauren Adams, Elizabeth Gillies, Paul Iacono","When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing, blood thirsty predator.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ3OTAxMjQzNl5BMl5BanBnXkFtZTgwODM4ODk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,4.7,"6,827",tt2996684,movie,N/A,17 Feb 2015,N/A,N/A,N/A
556,American Pie: Reunion,False,Movie not found!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
557,The Queen of Flow,True,N/A,N/A,2018–2021,TV-MA,12 Jun 2018,60 min,"Drama, Music",N/A,Andres Salgado,"Carolina Ramírez, Carlos Torres, Andres Sandoval","A talented young Reggaeton music composer from Medellín, Colombia gets wrongly imprisoned in New York City, all her music is stolen, and her family is murdered. Years later she returns to Medellín to wreak revenge on those who wro...",Spanish,Colombia,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BM2MzOWZiOGEtYjUzZC00MGMwLWIyZTYtZmU0NzkyYzczMDM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"1,192",tt8560918,series,2,N/A,N/A,N/A,N/A
558,The Princess Switch 3: Roma…,False,Movie not found!,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
559,Tiger King,True,N/A,N/A,2020–2021,TV-MA,20 Mar 2020,358 min,"Documentary, Biography, Crime",N/A,N/A,"Joe Exotic, Carole Baskin, John Reinke","A rivalry between big cat eccentrics takes a dark turn when Joe Exotic, a controversial animal park boss, is caught in a murder-for-hire plot.",English,United States,Nominated for 6 Primetime Emmys. 1 win & 14 nominations total,https://m.media-amazon.com/images/M/MV5BYzI5MjQ2NzEtN2JmOC00MjE2LWI2NjItYTNjNTJjMjBkOWZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"76,729",tt11823076,series,2,N/A,N/A,N/A,N/A
560,Cowboy Bebop,True,N/A,N/A,1998–1999,TV-14,02 Sep 2001,24 min,"Animation, Action, Adventure",N/A,Hajime Yatate,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNGNlNjBkODEtZThlOC00YzUxLWI0MjMtMjk3YzJmMDFlNWZlXkEyXkFqcGdeQXVyNjI0MDg2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,"111,917",tt0213338,series,1,N/A,N/A,N/A,N/A
561,Hellbound,True,N/A,N/A,2021–,TV-MA,19 Nov 2021,N/A,"Crime, Drama, Fantasy",N/A,N/A,"Yoo Ah-in, Kim Hyun-joo, Jeong Min Park","People hear predictions on when they will die. When that time comes, a death angel appears in front of them and kills them.",Korean,South Korea,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BNzU1ODk0ZWUtMzdkYS00YmI2LWI1NjItOTg0NjQxNGY5MmNlXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"22,029",tt12235718,series,1,N/A,N/A,N/A,N/A
562,Here Comes the Boom,True,N/A,N/A,2012,PG,12 Oct 2012,105 min,"Action, Comedy, Sport",Frank Coraci,"Allan Loeb, Kevin James, Rock Reuben","Kevin James, Salma Hayek, Henry Winkler",A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.,"English, Dutch",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTUxMzEzNDQ0Nl5BMl5BanBnXkFtZTcwMDI2NTY1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.4,"90,754",tt1648179,movie,N/A,05 Feb 2013,"$45,290,318",N/A,N/A
563,True Story,True,N/A,N/A,2015,R,17 Apr 2015,99 min,"Biography, Crime, Drama",Rupert Goold,"Rupert Goold, David Kajganich, Michael Finkel","James Franco, Jonah Hill, Felicity Jones",When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,"English, Ibo",United States,4 nominations,https://m.media-amazon.com/images/M/MV5BZWM2ODc1MGYtYjNkMC00MTQ0LTk1ZWYtYWVjYTg3MzhiZWFlXkEyXkFqcGdeQXVyNTUzOTUwMTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"68,097",tt2273657,movie,N/A,04 Aug 2015,"$4,719,695",N/A,N/A
564,Bruised,True,N/A,N/A,2020,R,24 Nov 2021,129 min,"Drama, Sport",Halle Berry,Michelle Rosenfarb,"Halle Berry, Adan Canto, Sheila Atim",A disgraced MMA fighter finds redemption in the cage and the courage to face her demons when the son she had given up as an infant unexpectedly reenters her life.,English,"United States, United Kingdom",6 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMWRjZGZiNjktNDU3Ni00ZWZkLWEwNDEtZDcwMTA3ZTdmMzEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"13,922",tt8310474,movie,N/A,24 Nov 2021,N/A,N/A,N/A
565,A Boy Called Christmas,True,N/A,N/A,2021,PG,24 Nov 2021,106 min,"Adventure, Drama, Family",Gil Kenan,"Ol Parker, Gil Kenan, Matt Haig","Maggie Smith, Isabella O'Sullivan, Joel Fry","In this origin story of Father Christmas, an ordinary boy (with a loyal pet mouse and a reindeer at his side) sets out on an extraordinary adventure to find his father who is on a quest to discover the fabled village of Elfhelm.",English,"United Kingdom, France",N/A,https://m.media-amazon.com/images/M/MV5BZTIxNzM3M2MtM2QyZC00MGM2LTkxNWUtYWQ2OTIyOTIxZTc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.7,"20,804",tt10187208,movie,N/A,24 Nov 2021,N/A,N/A,N/A
566,A Castle for Christmas,True,N/A,N/A,2021,TV-G,26 Nov 2021,98 min,"Adventure, Comedy, Drama",Mary Lambert,"Ally Carter, Kim Beyer-Johnson","Brooke Shields, Cary Elwes, Lee Ross","To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle - and faces off with the grumpy duke who owns it.",English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BN2MwOTJhMTMtZGI3My00ZjgzLTk1MjQtNDYyYmQ2NTg5ZDYyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.5,"11,699",tt13070602,movie,N/A,26 Nov 2021,N/A,N/A,N/A
567,School of Chocolate,True,N/A,N/A,2021–,TV-PG,26 Nov 2021,N/A,"Game-Show, Reality-TV",N/A,N/A,"Daniel Corpuz, Amaury Guichon","Eight top pastry and chocolate professionals elevate their skills under the supervision of world-renowned chocolatier, Amaury Guichon.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDQ2OTA0MjEtMjZiNS00ODVjLWJiZDktZDk2MGY1ZDgxNzc4XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"1,615",tt15172154,series,1,N/A,N/A,N/A,N/A
